"site","habitat","treatment","plot","sampling_unit","year","date","variable_type","variable_name","level","observation","units","comments","author_code"
"toledo","scrub","hyper","21","10","2022",NA,"soil","p",NA,4.02,"mg/Kg s.m.s.",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","10","2022",NA,"soil","mg",NA,134,"mg/Kg s.m.s.",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","10","2022",NA,"soil","n",NA,1.9,"mg/Kg s.m.s.",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","10","2022",NA,"soil","k",NA,92,"mg/Kg s.m.s.",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","10","2022",NA,"soil","na",NA,32,"mg/Kg s.m.s.",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","10","2022",NA,"soil","ca/na",NA,11,"ratio",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","10","2022",NA,"soil","ca/k",NA,15.9,"ratio",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","10","2022",NA,"soil","mg/k",NA,1.4,"ratio",NA,"326-2022-00046886"
"toledo","scrub","hyper","21","20","2022",NA,"soil","ca",NA,1129,"mg/Kg s.m.s.",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","p",NA,3.3,"mg/Kg s.m.s.",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","mg",NA,96,"mg/Kg s.m.s.",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","n",NA,0.73,"mg/Kg s.m.s.",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","k",NA,74,"mg/Kg s.m.s.",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","na",NA,33,"mg/Kg s.m.s.",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","ca/na",NA,11.7,"ratio",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","ca/k",NA,15.3,"ratio",NA,"326-2022-00046887"
"toledo","scrub","hyper","21","20","2022",NA,"soil","mg/k",NA,1.3,"ratio",NA,"326-2022-00046887"
"toledo","scrub","high","57","0","2022",NA,"soil","ca",NA,1542,"mg/Kg s.m.s.",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","p",NA,3.98,"mg/Kg s.m.s.",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","mg",NA,199,"mg/Kg s.m.s.",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","n",NA,1.3,"mg/Kg s.m.s.",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","k",NA,106,"mg/Kg s.m.s.",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","na",NA,34,"mg/Kg s.m.s.",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","ca/na",NA,7.8,"ratio",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","ca/k",NA,14.5,"ratio",NA,"326-2022-00046888"
"toledo","scrub","high","57","0","2022",NA,"soil","mg/k",NA,1.9,"ratio",NA,"326-2022-00046888"
"toledo","scrub","high","57","10","2022",NA,"soil","ca",NA,1569,"mg/Kg s.m.s.",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","p",NA,9.3,"mg/Kg s.m.s.",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","mg",NA,161,"mg/Kg s.m.s.",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","n",NA,1.1,"mg/Kg s.m.s.",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","k",NA,136,"mg/Kg s.m.s.",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","na",NA,35,"mg/Kg s.m.s.",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","ca/na",NA,9.8,"ratio",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","ca/k",NA,11.5,"ratio",NA,"326-2022-00046889"
"toledo","scrub","high","57","10","2022",NA,"soil","mg/k",NA,1.2,"ratio",NA,"326-2022-00046889"
"toledo","scrub","high","57","20","2022",NA,"soil","ca",NA,1025,"mg/Kg s.m.s.",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","p",NA,3.2,"mg/Kg s.m.s.",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","mg",NA,138,"mg/Kg s.m.s.",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","n",NA,1.1,"mg/Kg s.m.s.",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","k",NA,95,"mg/Kg s.m.s.",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","na",NA,36,"mg/Kg s.m.s.",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","ca/na",NA,7.4,"ratio",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","ca/k",NA,10.7,"ratio",NA,"326-2022-00046890"
"toledo","scrub","high","57","20","2022",NA,"soil","mg/k",NA,1.5,"ratio",NA,"326-2022-00046890"
"toledo","scrub","control","53","0","2022",NA,"soil","ca",NA,1633,"mg/Kg s.m.s.",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","p",NA,5.99,"mg/Kg s.m.s.",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","mg",NA,202,"mg/Kg s.m.s.",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","n",NA,1,"mg/Kg s.m.s.",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","k",NA,135,"mg/Kg s.m.s.",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","na",NA,37,"mg/Kg s.m.s.",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","ca/na",NA,8.1,"ratio",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","ca/k",NA,12.1,"ratio",NA,"326-2022-00046891"
"toledo","scrub","control","53","0","2022",NA,"soil","mg/k",NA,1.5,"ratio",NA,"326-2022-00046891"
"toledo","scrub","control","53","10","2022",NA,"soil","ca",NA,1029,"mg/Kg s.m.s.",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","p",NA,4.93,"mg/Kg s.m.s.",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","mg",NA,87,"mg/Kg s.m.s.",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","n",NA,4.7,"mg/Kg s.m.s.",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","k",NA,90,"mg/Kg s.m.s.",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","na",NA,38,"mg/Kg s.m.s.",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","ca/na",NA,11.8,"ratio",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","ca/k",NA,11.4,"ratio",NA,"326-2022-00046892"
"toledo","scrub","control","53","10","2022",NA,"soil","mg/k",NA,1,"ratio",NA,"326-2022-00046892"
"toledo","scrub","control","53","30","2022",NA,"soil","ca",NA,440,"mg/Kg s.m.s.",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","p",NA,2.6,"mg/Kg s.m.s.",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","mg",NA,53,"mg/Kg s.m.s.",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","n",NA,5,"mg/Kg s.m.s.",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","k",NA,66,"mg/Kg s.m.s.",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","na",NA,39,"mg/Kg s.m.s.",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","ca/na",NA,8.3,"ratio",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","ca/k",NA,6.7,"ratio",NA,"326-2022-00046893"
"toledo","scrub","control","53","30","2022",NA,"soil","mg/k",NA,0.8,"ratio",NA,"326-2022-00046893"
"valencia","scrub","control_high","13","0","2022",NA,"soil","ca",NA,4489,"mg/Kg s.m.s.",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","p",NA,2.3,"mg/Kg s.m.s.",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","mg",NA,316,"mg/Kg s.m.s.",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","n",NA,1.9,"mg/Kg s.m.s.",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","k",NA,444,"mg/Kg s.m.s.",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","na",NA,46,"mg/Kg s.m.s.",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","ca/na",NA,14.2,"ratio",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","ca/k",NA,10.1,"ratio",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","0","2022",NA,"soil","mg/k",NA,0.7,"ratio",NA,"326-2022-00046900"
"valencia","scrub","control_high","13","10","2022",NA,"soil","ca",NA,3929,"mg/Kg s.m.s.",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","p",NA,2.5,"mg/Kg s.m.s.",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","mg",NA,246,"mg/Kg s.m.s.",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","n",NA,3.8,"mg/Kg s.m.s.",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","k",NA,458,"mg/Kg s.m.s.",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","na",NA,47,"mg/Kg s.m.s.",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","ca/na",NA,16,"ratio",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","ca/k",NA,8.6,"ratio",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","10","2022",NA,"soil","mg/k",NA,0.5,"ratio",NA,"326-2022-00046901"
"valencia","scrub","control_high","13","20","2022",NA,"soil","ca",NA,4733,"mg/Kg s.m.s.",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","p",NA,3.5,"mg/Kg s.m.s.",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","mg",NA,231,"mg/Kg s.m.s.",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","n",NA,2.5,"mg/Kg s.m.s.",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","k",NA,472,"mg/Kg s.m.s.",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","na",NA,48,"mg/Kg s.m.s.",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","ca/na",NA,20.5,"ratio",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","ca/k",NA,10,"ratio",NA,"326-2022-00046902"
"valencia","scrub","control_high","13","20","2022",NA,"soil","mg/k",NA,0.5,"ratio",NA,"326-2022-00046902"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","ca",NA,4801,"mg/Kg s.m.s.",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","p",NA,3.89,"mg/Kg s.m.s.",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","mg",NA,283,"mg/Kg s.m.s.",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","n",NA,3.5,"mg/Kg s.m.s.",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","k",NA,371,"mg/Kg s.m.s.",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","na",NA,49,"mg/Kg s.m.s.",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","ca/na",NA,16.9,"ratio",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","ca/k",NA,13,"ratio",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","0","2022",NA,"soil","mg/k",NA,0.8,"ratio",NA,"326-2022-00046903"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","ca",NA,3828,"mg/Kg s.m.s.",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","p",NA,3.5,"mg/Kg s.m.s.",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","mg",NA,235,"mg/Kg s.m.s.",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","n",NA,5.9,"mg/Kg s.m.s.",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","k",NA,439,"mg/Kg s.m.s.",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","na",NA,50,"mg/Kg s.m.s.",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","ca/na",NA,16.3,"ratio",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","ca/k",NA,8.7,"ratio",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","10","2022",NA,"soil","mg/k",NA,0.5,"ratio",NA,"326-2022-00046904"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","ca",NA,4254,"mg/Kg s.m.s.",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","p",NA,3.81,"mg/Kg s.m.s.",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","mg",NA,168,"mg/Kg s.m.s.",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","n",NA,5.9,"mg/Kg s.m.s.",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","k",NA,493,"mg/Kg s.m.s.",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","na",NA,51,"mg/Kg s.m.s.",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","ca/na",NA,25.3,"ratio",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","ca/k",NA,8.6,"ratio",NA,"326-2022-00046905"
"valencia","scrub","control_hyper","5","20","2022",NA,"soil","mg/k",NA,0.3,"ratio",NA,"326-2022-00046905"
"toledo","forest","hyper","16","0","2022",NA,"soil","ca",NA,4354,"mg/Kg s.m.s.",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","p",NA,17.8,"mg/Kg s.m.s.",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","mg",NA,381,"mg/Kg s.m.s.",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","n",NA,0.837,"mg/Kg s.m.s.",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","k",NA,403,"mg/Kg s.m.s.",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","na",NA,52,"mg/Kg s.m.s.",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","ca/na",NA,11.4,"ratio",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","ca/k",NA,10.8,"ratio",NA,"326-2022-00046912"
"toledo","forest","hyper","16","0","2022",NA,"soil","mg/k",NA,0.9,"ratio",NA,"326-2022-00046912"
"toledo","forest","hyper","16","10","2022",NA,"soil","ca",NA,2409,"mg/Kg s.m.s.",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","p",NA,9.44,"mg/Kg s.m.s.",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","mg",NA,260,"mg/Kg s.m.s.",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","n",NA,1.1,"mg/Kg s.m.s.",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","k",NA,338,"mg/Kg s.m.s.",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","na",NA,53,"mg/Kg s.m.s.",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","ca/na",NA,9.3,"ratio",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","ca/k",NA,7.1,"ratio",NA,"326-2022-00046913"
"toledo","forest","hyper","16","10","2022",NA,"soil","mg/k",NA,0.8,"ratio",NA,"326-2022-00046913"
"toledo","forest","hyper","16","20","2022",NA,"soil","ca",NA,1416,"mg/Kg s.m.s.",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","p",NA,7.35,"mg/Kg s.m.s.",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","mg",NA,181,"mg/Kg s.m.s.",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","n",NA,1.045,"mg/Kg s.m.s.",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","k",NA,223,"mg/Kg s.m.s.",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","na",NA,54,"mg/Kg s.m.s.",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","ca/na",NA,7.8,"ratio",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","ca/k",NA,6.3,"ratio",NA,"326-2022-00046914"
"toledo","forest","hyper","16","20","2022",NA,"soil","mg/k",NA,0.8,"ratio",NA,"326-2022-00046914"
"toledo","forest","hyper","19","0","2022",NA,"soil","ca",NA,2734,"mg/Kg s.m.s.",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","p",NA,11.1,"mg/Kg s.m.s.",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","mg",NA,285,"mg/Kg s.m.s.",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","n",NA,0.61,"mg/Kg s.m.s.",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","k",NA,462,"mg/Kg s.m.s.",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","na",NA,55,"mg/Kg s.m.s.",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","ca/na",NA,9.6,"ratio",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","ca/k",NA,5.9,"ratio",NA,"326-2022-00046915"
"toledo","forest","hyper","19","0","2022",NA,"soil","mg/k",NA,0.6,"ratio",NA,"326-2022-00046915"
"toledo","forest","hyper","19","10","2022",NA,"soil","ca",NA,2833,"mg/Kg s.m.s.",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","p",NA,11.4,"mg/Kg s.m.s.",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","mg",NA,289,"mg/Kg s.m.s.",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","n",NA,0.99,"mg/Kg s.m.s.",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","k",NA,270,"mg/Kg s.m.s.",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","na",NA,56,"mg/Kg s.m.s.",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","ca/na",NA,9.8,"ratio",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","ca/k",NA,10.5,"ratio",NA,"326-2022-00046916"
"toledo","forest","hyper","19","10","2022",NA,"soil","mg/k",NA,1.1,"ratio",NA,"326-2022-00046916"
"toledo","forest","hyper","19","20","2022",NA,"soil","ca",NA,3043,"mg/Kg s.m.s.",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","p",NA,9.25,"mg/Kg s.m.s.",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","mg",NA,357,"mg/Kg s.m.s.",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","n",NA,0.66,"mg/Kg s.m.s.",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","k",NA,331,"mg/Kg s.m.s.",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","na",NA,57,"mg/Kg s.m.s.",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","ca/na",NA,8.5,"ratio",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","ca/k",NA,9.2,"ratio",NA,"326-2022-00046917"
"toledo","forest","hyper","19","20","2022",NA,"soil","mg/k",NA,1.1,"ratio",NA,"326-2022-00046917"
"toledo","forest","high","12","0","2022",NA,"soil","ca",NA,3745,"mg/Kg s.m.s.",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","p",NA,6.55,"mg/Kg s.m.s.",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","mg",NA,187,"mg/Kg s.m.s.",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","n",NA,5.5,"mg/Kg s.m.s.",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","k",NA,195,"mg/Kg s.m.s.",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","na",NA,58,"mg/Kg s.m.s.",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","ca/na",NA,20,"ratio",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","ca/k",NA,19.2,"ratio",NA,"326-2022-00046918"
"toledo","forest","high","12","0","2022",NA,"soil","mg/k",NA,1,"ratio",NA,"326-2022-00046918"
"toledo","forest","high","12","10","2022",NA,"soil","ca",NA,3158,"mg/Kg s.m.s.",NA,"326-2022-00046919"
"toledo","forest","high","12","10","2022",NA,"soil","p",NA,5.29,"mg/Kg s.m.s.",NA,"326-2022-00046919"
"toledo","forest","high","12","10","2022",NA,"soil","mg",NA,224,"mg/Kg s.m.s.",NA,"326-2022-00046919"
"toledo","forest","high","12","10","2022",NA,"soil","n",NA,5,"mg/Kg s.m.s.",NA,"326-2022-00046919"
"toledo","forest","high","12","10","2022",NA,"soil","k",NA,283,"mg/Kg s.m.s.",NA,"326-2022-00046919"
